,datetime,meter_reading,hour,minute,day,month,year
980029,2022-11-04 08:45:00,833364.0,8,45,4,11,2022
980030,2022-11-04 09:00:00,833376.0,9,0,4,11,2022
980031,2022-11-04 09:15:00,833387.0,9,15,4,11,2022
980032,2022-11-04 09:30:00,833400.0,9,30,4,11,2022
980033,2022-11-04 09:45:00,833412.0,9,45,4,11,2022
980034,2022-11-04 10:00:00,833423.0,10,0,4,11,2022
980035,2022-11-04 10:15:00,833434.0,10,15,4,11,2022
980036,2022-11-04 10:30:00,833446.0,10,30,4,11,2022
980037,2022-11-04 10:45:00,833457.0,10,45,4,11,2022
980038,2022-11-04 11:00:00,833470.0,11,0,4,11,2022
980039,2022-11-04 11:15:00,833482.0,11,15,4,11,2022
980040,2022-11-04 11:30:00,833494.0,11,30,4,11,2022
980041,2022-11-04 11:45:00,833507.0,11,45,4,11,2022
980042,2022-11-04 12:00:00,833519.0,12,0,4,11,2022
980043,2022-11-04 12:15:00,833531.0,12,15,4,11,2022
980044,2022-11-04 12:30:00,833544.0,12,30,4,11,2022
980045,2022-11-04 12:45:00,833557.0,12,45,4,11,2022
980046,2022-11-04 13:00:00,833569.0,13,0,4,11,2022
980047,2022-11-04 13:15:00,833582.0,13,15,4,11,2022
980048,2022-11-04 13:30:00,833594.0,13,30,4,11,2022
980049,2022-11-04 13:45:00,833606.0,13,45,4,11,2022
980050,2022-11-04 14:00:00,833618.0,14,0,4,11,2022
980051,2022-11-04 14:15:00,833631.0,14,15,4,11,2022
980052,2022-11-04 14:30:00,833644.0,14,30,4,11,2022
980053,2022-11-04 14:45:00,833656.0,14,45,4,11,2022
980054,2022-11-04 15:00:00,833669.0,15,0,4,11,2022
980055,2022-11-04 15:15:00,833681.0,15,15,4,11,2022
980056,2022-11-04 15:30:00,833693.0,15,30,4,11,2022
980057,2022-11-04 15:45:00,833705.0,15,45,4,11,2022
980058,2022-11-04 16:00:00,833718.0,16,0,4,11,2022
980059,2022-11-04 16:15:00,833729.0,16,15,4,11,2022
980060,2022-11-04 16:30:00,833741.0,16,30,4,11,2022
980061,2022-11-04 16:45:00,833750.0,16,45,4,11,2022
980062,2022-11-04 17:00:00,833758.0,17,0,4,11,2022
980063,2022-11-04 17:15:00,833767.0,17,15,4,11,2022
980064,2022-11-04 17:30:00,833775.0,17,30,4,11,2022
980065,2022-11-04 17:45:00,833783.0,17,45,4,11,2022
980066,2022-11-04 18:00:00,833791.0,18,0,4,11,2022
980067,2022-11-04 18:15:00,833797.0,18,15,4,11,2022
980068,2022-11-04 18:30:00,833805.0,18,30,4,11,2022
980069,2022-11-04 18:45:00,833814.0,18,45,4,11,2022
980070,2022-11-04 19:00:00,833821.0,19,0,4,11,2022
980071,2022-11-04 19:15:00,833824.0,19,15,4,11,2022
980072,2022-11-04 19:30:00,833828.0,19,30,4,11,2022
980073,2022-11-04 19:45:00,833831.0,19,45,4,11,2022
980074,2022-11-04 20:00:00,833835.0,20,0,4,11,2022
980075,2022-11-04 20:15:00,833837.0,20,15,4,11,2022
980076,2022-11-04 20:30:00,833841.0,20,30,4,11,2022
980077,2022-11-04 20:45:00,833844.0,20,45,4,11,2022
980078,2022-11-04 21:00:00,833847.0,21,0,4,11,2022
980079,2022-11-04 21:15:00,833851.0,21,15,4,11,2022
980080,2022-11-04 21:30:00,833854.0,21,30,4,11,2022
980081,2022-11-04 21:45:00,833857.0,21,45,4,11,2022
980082,2022-11-04 22:00:00,833861.0,22,0,4,11,2022
980083,2022-11-04 22:15:00,833864.0,22,15,4,11,2022
980084,2022-11-04 22:30:00,833867.0,22,30,4,11,2022
980085,2022-11-04 22:45:00,833870.0,22,45,4,11,2022
980086,2022-11-04 23:00:00,833873.0,23,0,4,11,2022
980087,2022-11-04 23:15:00,833877.0,23,15,4,11,2022
980088,2022-11-04 23:30:00,833880.0,23,30,4,11,2022
980089,2022-11-04 23:45:00,833883.0,23,45,4,11,2022
980090,2022-11-05 00:00:00,833886.0,0,0,5,11,2022
980091,2022-11-05 00:15:00,833889.0,0,15,5,11,2022
980092,2022-11-05 00:30:00,833893.0,0,30,5,11,2022
980093,2022-11-05 00:45:00,833895.0,0,45,5,11,2022
980094,2022-11-05 01:00:00,833899.0,1,0,5,11,2022
980095,2022-11-05 01:15:00,833902.0,1,15,5,11,2022
980096,2022-11-05 01:30:00,833905.0,1,30,5,11,2022
980097,2022-11-05 01:45:00,833908.0,1,45,5,11,2022
980098,2022-11-05 02:00:00,833912.0,2,0,5,11,2022
980099,2022-11-05 02:15:00,833915.0,2,15,5,11,2022
980100,2022-11-05 02:30:00,833918.0,2,30,5,11,2022
980101,2022-11-05 02:45:00,833921.0,2,45,5,11,2022
980102,2022-11-05 03:00:00,833924.0,3,0,5,11,2022
980103,2022-11-05 03:15:00,833928.0,3,15,5,11,2022
980104,2022-11-05 03:30:00,833931.0,3,30,5,11,2022
980105,2022-11-05 03:45:00,833934.0,3,45,5,11,2022
980106,2022-11-05 04:00:00,833937.0,4,0,5,11,2022
980107,2022-11-05 04:15:00,833940.0,4,15,5,11,2022
980108,2022-11-05 04:30:00,833943.0,4,30,5,11,2022
980109,2022-11-05 04:45:00,833946.0,4,45,5,11,2022
980110,2022-11-05 05:00:00,833950.0,5,0,5,11,2022
980111,2022-11-05 05:15:00,833953.0,5,15,5,11,2022
980112,2022-11-05 05:30:00,833956.0,5,30,5,11,2022
980113,2022-11-05 05:45:00,833959.0,5,45,5,11,2022
980114,2022-11-05 06:00:00,833962.0,6,0,5,11,2022
980115,2022-11-05 06:15:00,833965.0,6,15,5,11,2022
980116,2022-11-05 06:30:00,833968.0,6,30,5,11,2022
980117,2022-11-05 06:45:00,833972.0,6,45,5,11,2022
980118,2022-11-05 07:00:00,833974.0,7,0,5,11,2022
980119,2022-11-05 07:15:00,833978.0,7,15,5,11,2022
980120,2022-11-05 07:30:00,833980.0,7,30,5,11,2022
980121,2022-11-05 07:45:00,833983.0,7,45,5,11,2022
980122,2022-11-05 08:00:00,833986.0,8,0,5,11,2022
980123,2022-11-05 08:15:00,833989.0,8,15,5,11,2022
980124,2022-11-05 08:30:00,833991.0,8,30,5,11,2022
980125,2022-11-05 08:45:00,833995.0,8,45,5,11,2022
980126,2022-11-05 09:00:00,833997.0,9,0,5,11,2022
980127,2022-11-05 09:15:00,834001.0,9,15,5,11,2022
980128,2022-11-05 09:30:00,834003.0,9,30,5,11,2022
980129,2022-11-05 09:45:00,834007.0,9,45,5,11,2022
980130,2022-11-05 10:00:00,834009.0,10,0,5,11,2022
980131,2022-11-05 10:15:00,834012.0,10,15,5,11,2022
980132,2022-11-05 10:30:00,834015.0,10,30,5,11,2022
980133,2022-11-05 10:45:00,834018.0,10,45,5,11,2022
980134,2022-11-05 11:00:00,834024.0,11,0,5,11,2022
980135,2022-11-05 11:15:00,834029.0,11,15,5,11,2022
980136,2022-11-05 11:30:00,834035.0,11,30,5,11,2022
980137,2022-11-05 11:45:00,834040.0,11,45,5,11,2022
980138,2022-11-05 12:00:00,834046.0,12,0,5,11,2022
